country,year,sex,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation,age_lb,age_ub
,,,,,,,,,,
Turkmenistan,1993,male,46,403300,11.41,"3,179,225,949",954,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1993,female,25,367200,6.81,"3,179,225,949",954,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1993,female,2,30000,6.67,"3,179,225,949",954,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,1993,female,12,325200,3.69,"3,179,225,949",954,Boomers,25,34
,,,,,,,,,,
Turkmenistan,1993,female,7,312300,2.24,"3,179,225,949",954,Boomers,35,54
,,,,,,,,,,
Turkmenistan,1993,male,5,489900,1.02,"3,179,225,949",954,Millenials,5,14
,,,,,,,,,,
Turkmenistan,1993,female,2,463900,0.43,"3,179,225,949",954,Millenials,5,14
,,,,,,,,,,
Turkmenistan,1994,female,9,25900,34.75,"2,561,118,608",748,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,1994,male,21,137700,15.25,"2,561,118,608",748,Silent,55,74
,,,,,,,,,,
Turkmenistan,1994,male,47,326800,14.38,"2,561,118,608",748,Boomers,35,54
,,,,,,,,,,
Turkmenistan,1994,male,41,325300,12.6,"2,561,118,608",748,Boomers,25,34
,,,,,,,,,,
Turkmenistan,1994,male,51,412000,12.38,"2,561,118,608",748,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1994,female,11,157900,6.97,"2,561,118,608",748,Silent,55,74
,,,,,,,,,,
Turkmenistan,1994,female,24,381300,6.29,"2,561,118,608",748,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1994,male,1,16700,5.99,"2,561,118,608",748,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,1994,female,14,328100,4.27,"2,561,118,608",748,Boomers,35,54
,,,,,,,,,,
Turkmenistan,1994,female,10,328900,3.04,"2,561,118,608",748,Boomers,25,34
,,,,,,,,,,
Turkmenistan,1994,male,4,504500,0.79,"2,561,118,608",748,Millenials,5,14
,,,,,,,,,,
Turkmenistan,1994,female,1,478000,0.21,"2,561,118,608",748,Millenials,5,14
,,,,,,,,,,
Turkmenistan,1995,male,65,351500,18.49,"2,482,228,440",650,Boomers,35,54
,,,,,,,,,,
Turkmenistan,1995,male,24,146100,16.43,"2,482,228,440",650,Silent,55,74
,,,,,,,,,,
Turkmenistan,1995,male,58,433400,13.38,"2,482,228,440",650,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1995,male,2,15500,12.9,"2,482,228,440",650,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,1995,male,36,351500,10.24,"2,482,228,440",650,Generation X,25,34
,,,,,,,,,,
Turkmenistan,1995,female,23,433100,5.31,"2,482,228,440",650,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1995,female,7,177100,3.95,"2,482,228,440",650,Silent,55,74
,,,,,,,,,,
Turkmenistan,1995,female,11,361600,3.04,"2,482,228,440",650,Generation X,25,34
,,,,,,,,,,
Turkmenistan,1995,female,1,33700,2.97,"2,482,228,440",650,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,1995,female,8,366200,2.18,"2,482,228,440",650,Boomers,35,54
,,,,,,,,,,
Turkmenistan,1995,male,7,584500,1.2,"2,482,228,440",650,Millenials,5,14
,,,,,,,,,,
Turkmenistan,1995,female,2,564000,0.35,"2,482,228,440",650,Millenials,5,14
,,,,,,,,,,
Turkmenistan,1996,male,31,148900,20.82,"2,379,281,768",608,Silent,55,74
,,,,,,,,,,
Turkmenistan,1996,male,76,442700,17.17,"2,379,281,768",608,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1996,male,61,368800,16.54,"2,379,281,768",608,Boomers,35,54
,,,,,,,,,,
Turkmenistan,1996,male,51,355400,14.35,"2,379,281,768",608,Generation X,25,34
,,,,,,,,,,
Turkmenistan,1996,female,4,33700,11.87,"2,379,281,768",608,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,1996,male,1,15500,6.45,"2,379,281,768",608,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,1996,female,9,178400,5.04,"2,379,281,768",608,Silent,55,74
,,,,,,,,,,
Turkmenistan,1996,female,17,439600,3.87,"2,379,281,768",608,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1996,female,11,366300,3,"2,379,281,768",608,Generation X,25,34
,,,,,,,,,,
Turkmenistan,1996,female,9,384900,2.34,"2,379,281,768",608,Boomers,35,54
,,,,,,,,,,
Turkmenistan,1996,male,10,600000,1.67,"2,379,281,768",608,Millenials,5,14
,,,,,,,,,,
Turkmenistan,1996,female,3,578800,0.52,"2,379,281,768",608,Millenials,5,14
,,,,,,,,,,
Turkmenistan,1997,male,74,359800,20.57,"2,450,084,970",612,Generation X,25,34
,,,,,,,,,,
Turkmenistan,1997,male,88,453200,19.42,"2,450,084,970",612,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1997,male,66,386700,17.07,"2,450,084,970",612,Boomers,35,54
,,,,,,,,,,
Turkmenistan,1997,male,21,150000,14,"2,450,084,970",612,Silent,55,74
,,,,,,,,,,
Turkmenistan,1997,female,37,446700,8.28,"2,450,084,970",612,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1997,male,1,15400,6.49,"2,450,084,970",612,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,1997,female,15,404600,3.71,"2,450,084,970",612,Boomers,35,54
,,,,,,,,,,
Turkmenistan,1997,female,6,178200,3.37,"2,450,084,970",612,Silent,55,74
,,,,,,,,,,
Turkmenistan,1997,female,1,33700,2.97,"2,450,084,970",612,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,1997,female,11,371000,2.96,"2,450,084,970",612,Generation X,25,34
,,,,,,,,,,
Turkmenistan,1997,male,11,614600,1.79,"2,450,084,970",612,Millenials,5,14
,,,,,,,,,,
Turkmenistan,1997,female,2,592500,0.34,"2,450,084,970",612,Millenials,5,14
,,,,,,,,,,
Turkmenistan,1998,male,119,405500,29.35,"2,605,688,065",636,Boomers,35,54
,,,,,,,,,,
Turkmenistan,1998,male,74,363200,20.37,"2,605,688,065",636,Generation X,25,34
,,,,,,,,,,
Turkmenistan,1998,male,92,463000,19.87,"2,605,688,065",636,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1998,female,6,34200,17.54,"2,605,688,065",636,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,1998,male,20,149300,13.4,"2,605,688,065",636,Silent,55,74
,,,,,,,,,,
Turkmenistan,1998,male,2,15500,12.9,"2,605,688,065",636,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,1998,female,37,454100,8.15,"2,605,688,065",636,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1998,female,9,175800,5.12,"2,605,688,065",636,Silent,55,74
,,,,,,,,,,
Turkmenistan,1998,female,17,425700,3.99,"2,605,688,065",636,Boomers,35,54
,,,,,,,,,,
Turkmenistan,1998,female,11,374700,2.94,"2,605,688,065",636,Generation X,25,34
,,,,,,,,,,
Turkmenistan,1998,male,15,630400,2.38,"2,605,688,065",636,Millenials,5,14
,,,,,,,,,,
Turkmenistan,1998,female,3,607800,0.49,"2,605,688,065",636,Millenials,5,14
,,,,,,,,,,
Turkmenistan,1999,male,110,406288,27.07,"2,450,686,660",619,Boomers,35,54
,,,,,,,,,,
Turkmenistan,1999,male,89,346978,25.65,"2,450,686,660",619,Generation X,25,34
,,,,,,,,,,
Turkmenistan,1999,male,104,446967,23.27,"2,450,686,660",619,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1999,male,30,145831,20.57,"2,450,686,660",619,Silent,55,74
,,,,,,,,,,
Turkmenistan,1999,male,2,16368,12.22,"2,450,686,660",619,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,1999,female,37,439155,8.43,"2,450,686,660",619,Generation X,15,24
,,,,,,,,,,
Turkmenistan,1999,female,28,345599,8.1,"2,450,686,660",619,Generation X,25,34
,,,,,,,,,,
Turkmenistan,1999,female,3,38871,7.72,"2,450,686,660",619,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,1999,female,11,176010,6.25,"2,450,686,660",619,Silent,55,74
,,,,,,,,,,
Turkmenistan,1999,female,19,450423,4.22,"2,450,686,660",619,Boomers,35,54
,,,,,,,,,,
Turkmenistan,1999,male,7,579272,1.21,"2,450,686,660",619,Millenials,5,14
,,,,,,,,,,
Turkmenistan,1999,female,2,566992,0.35,"2,450,686,660",619,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2000,male,85,352082,24.14,"2,904,662,605",721,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2000,male,104,456963,22.76,"2,904,662,605",721,Generation X,15,24
,,,,,,,,,,
Turkmenistan,2000,male,95,423483,22.43,"2,904,662,605",721,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2000,female,5,39919,12.53,"2,904,662,605",721,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,2000,male,16,145282,11.01,"2,904,662,605",721,Silent,55,74
,,,,,,,,,,
Turkmenistan,2000,female,32,449090,7.13,"2,904,662,605",721,Generation X,15,24
,,,,,,,,,,
Turkmenistan,2000,female,22,349192,6.3,"2,904,662,605",721,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2000,female,12,470349,2.55,"2,904,662,605",721,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2000,female,3,174919,1.72,"2,904,662,605",721,Silent,55,74
,,,,,,,,,,
Turkmenistan,2000,male,7,580294,1.21,"2,904,662,605",721,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2000,female,2,567906,0.35,"2,904,662,605",721,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2000,male,0,16999,0,"2,904,662,605",721,G.I. Generation,75,120
,,,,,,,,,,
Turkmenistan,2001,male,114,357442,31.89,"3,534,803,922",863,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2001,male,135,440661,30.64,"3,534,803,922",863,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2001,male,87,467132,18.62,"3,534,803,922",863,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2001,male,3,18881,15.89,"3,534,803,922",863,Silent,75,120
,,,,,,,,,,
Turkmenistan,2001,male,22,145142,15.16,"3,534,803,922",863,Silent,55,74
,,,,,,,,,,
Turkmenistan,2001,female,33,460455,7.17,"3,534,803,922",863,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2001,female,22,354216,6.21,"3,534,803,922",863,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2001,female,6,173382,3.46,"3,534,803,922",863,Silent,55,74
,,,,,,,,,,
Turkmenistan,2001,female,14,488694,2.86,"3,534,803,922",863,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2001,male,6,580096,1.03,"3,534,803,922",863,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2001,female,3,567589,0.53,"3,534,803,922",863,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2001,female,0,42291,0,"3,534,803,922",863,Silent,75,120
,,,,,,,,,,
Turkmenistan,2002,male,108,361831,29.85,"4,461,978,499",1077,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2002,male,105,455939,23.03,"4,461,978,499",1077,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2002,male,94,476311,19.74,"4,461,978,499",1077,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2002,male,21,144826,14.5,"4,461,978,499",1077,Silent,55,74
,,,,,,,,,,
Turkmenistan,2002,female,43,470946,9.13,"4,461,978,499",1077,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2002,female,19,359375,5.29,"4,461,978,499",1077,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2002,male,1,20849,4.8,"4,461,978,499",1077,Silent,75,120
,,,,,,,,,,
Turkmenistan,2002,female,6,171868,3.49,"4,461,978,499",1077,Silent,55,74
,,,,,,,,,,
Turkmenistan,2002,female,1,44533,2.25,"4,461,978,499",1077,Silent,75,120
,,,,,,,,,,
Turkmenistan,2002,female,8,504060,1.59,"4,461,978,499",1077,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2002,male,7,572796,1.22,"4,461,978,499",1077,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2002,female,3,560358,0.54,"4,461,978,499",1077,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2003,male,101,365893,27.6,"5,977,560,877",1431,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2003,male,97,469877,20.64,"5,977,560,877",1431,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2003,male,81,485360,16.69,"5,977,560,877",1431,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2003,male,2,22656,8.83,"5,977,560,877",1431,Silent,75,120
,,,,,,,,,,
Turkmenistan,2003,female,38,481201,7.9,"5,977,560,877",1431,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2003,male,11,144973,7.59,"5,977,560,877",1431,Silent,55,74
,,,,,,,,,,
Turkmenistan,2003,female,3,46460,6.46,"5,977,560,877",1431,Silent,75,120
,,,,,,,,,,
Turkmenistan,2003,female,21,364978,5.75,"5,977,560,877",1431,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2003,female,15,517334,2.9,"5,977,560,877",1431,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2003,female,3,171164,1.75,"5,977,560,877",1431,Silent,55,74
,,,,,,,,,,
Turkmenistan,2003,male,3,560043,0.54,"5,977,560,877",1431,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2003,female,2,547801,0.37,"5,977,560,877",1431,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2004,male,99,370496,26.72,"6,838,351,088",1624,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2004,male,102,483408,21.1,"6,838,351,088",1624,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2004,male,76,495486,15.34,"6,838,351,088",1624,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2004,male,3,24068,12.46,"6,838,351,088",1624,Silent,75,120
,,,,,,,,,,
Turkmenistan,2004,male,13,146331,8.88,"6,838,351,088",1624,Silent,55,74
,,,,,,,,,,
Turkmenistan,2004,female,43,492159,8.74,"6,838,351,088",1624,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2004,female,3,47891,6.26,"6,838,351,088",1624,Silent,75,120
,,,,,,,,,,
Turkmenistan,2004,female,22,371342,5.92,"6,838,351,088",1624,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2004,female,17,529987,3.21,"6,838,351,088",1624,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2004,female,4,172232,2.32,"6,838,351,088",1624,Silent,55,74
,,,,,,,,,,
Turkmenistan,2004,male,6,544831,1.1,"6,838,351,088",1624,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2004,female,4,532769,0.75,"6,838,351,088",1624,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2005,male,102,376109,27.12,"8,104,355,717",1906,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2005,male,124,497010,24.95,"8,104,355,717",1906,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2005,male,107,507129,21.1,"8,104,355,717",1906,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2005,male,28,149270,18.76,"8,104,355,717",1906,Silent,55,74
,,,,,,,,,,
Turkmenistan,2005,male,4,24983,16.01,"8,104,355,717",1906,Silent,75,120
,,,,,,,,,,
Turkmenistan,2005,female,40,504111,7.93,"8,104,355,717",1906,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2005,female,26,378566,6.87,"8,104,355,717",1906,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2005,female,7,175542,3.99,"8,104,355,717",1906,Silent,55,74
,,,,,,,,,,
Turkmenistan,2005,female,17,542813,3.13,"8,104,355,717",1906,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2005,female,1,48752,2.05,"8,104,355,717",1906,Silent,75,120
,,,,,,,,,,
Turkmenistan,2005,male,9,530120,1.7,"8,104,355,717",1906,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2005,female,3,518125,0.58,"8,104,355,717",1906,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2006,male,111,382190,29.04,"10,277,598,152",2397,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2006,male,132,508377,25.96,"10,277,598,152",2397,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2006,male,104,517620,20.09,"10,277,598,152",2397,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2006,male,5,26310,19,"10,277,598,152",2397,Silent,75,120
,,,,,,,,,,
Turkmenistan,2006,male,28,152468,18.36,"10,277,598,152",2397,Silent,55,74
,,,,,,,,,,
Turkmenistan,2006,female,62,514281,12.06,"10,277,598,152",2397,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2006,female,23,553688,4.15,"10,277,598,152",2397,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2006,female,16,385454,4.15,"10,277,598,152",2397,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2006,female,2,49893,4.01,"10,277,598,152",2397,Silent,75,120
,,,,,,,,,,
Turkmenistan,2006,female,7,180084,3.89,"10,277,598,152",2397,Silent,55,74
,,,,,,,,,,
Turkmenistan,2006,male,12,514454,2.33,"10,277,598,152",2397,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2006,female,4,502831,0.8,"10,277,598,152",2397,Millenials,5,14
,,,,,,,,,,
Turkmenistan,2007,male,77,389981,19.74,"12,664,165,103",2916,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2007,male,92,520854,17.66,"12,664,165,103",2916,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2007,male,23,157465,14.61,"12,664,165,103",2916,Silent,55,74
,,,,,,,,,,
Turkmenistan,2007,male,67,530314,12.63,"12,664,165,103",2916,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2007,male,2,27254,7.34,"12,664,165,103",2916,Silent,75,120
,,,,,,,,,,
Turkmenistan,2007,female,37,526222,7.03,"12,664,165,103",2916,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2007,female,18,393748,4.57,"12,664,165,103",2916,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2007,female,2,50546,3.96,"12,664,165,103",2916,Silent,75,120
,,,,,,,,,,
Turkmenistan,2007,female,7,187318,3.74,"12,664,165,103",2916,Silent,55,74
,,,,,,,,,,
Turkmenistan,2007,female,17,565599,3.01,"12,664,165,103",2916,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2007,male,8,502373,1.59,"12,664,165,103",2916,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2007,female,4,490983,0.81,"12,664,165,103",2916,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2008,male,130,542946,23.94,"19,271,523,179",4368,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2008,male,94,399182,23.55,"19,271,523,179",4368,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2008,male,120,533999,22.47,"19,271,523,179",4368,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2008,female,64,537815,11.9,"19,271,523,179",4368,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2008,male,18,163900,10.98,"19,271,523,179",4368,Silent,55,74
,,,,,,,,,,
Turkmenistan,2008,male,2,27996,7.14,"19,271,523,179",4368,Silent,75,120
,,,,,,,,,,
Turkmenistan,2008,female,26,403248,6.45,"19,271,523,179",4368,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2008,female,2,50970,3.92,"19,271,523,179",4368,Silent,75,120
,,,,,,,,,,
Turkmenistan,2008,female,6,196586,3.05,"19,271,523,179",4368,Silent,55,74
,,,,,,,,,,
Turkmenistan,2008,female,10,578059,1.73,"19,271,523,179",4368,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2008,female,6,483074,1.24,"19,271,523,179",4368,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2008,male,6,494360,1.21,"19,271,523,179",4368,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2009,male,47,551843,8.52,"20,214,385,965",4508,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2009,male,2,28728,6.96,"20,214,385,965",4508,Silent,75,120
,,,,,,,,,,
Turkmenistan,2009,male,28,409223,6.84,"20,214,385,965",4508,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2009,male,33,546900,6.03,"20,214,385,965",4508,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2009,male,7,171156,4.09,"20,214,385,965",4508,Silent,55,74
,,,,,,,,,,
Turkmenistan,2009,female,20,545660,3.67,"20,214,385,965",4508,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2009,female,14,413552,3.39,"20,214,385,965",4508,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2009,male,8,490138,1.63,"20,214,385,965",4508,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2009,female,3,590092,0.51,"20,214,385,965",4508,Boomers,35,54
,,,,,,,,,,
Turkmenistan,2009,female,1,206817,0.48,"20,214,385,965",4508,Silent,55,74
,,,,,,,,,,
Turkmenistan,2009,female,2,478874,0.42,"20,214,385,965",4508,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2009,female,0,51484,0,"20,214,385,965",4508,Silent,75,120
,,,,,,,,,,
Turkmenistan,2010,male,40,419805,9.53,"22,583,157,895",4962,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2010,male,42,554957,7.57,"22,583,157,895",4962,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2010,male,2,29510,6.78,"22,583,157,895",4962,Silent,75,120
,,,,,,,,,,
Turkmenistan,2010,male,35,559144,6.26,"22,583,157,895",4962,Generation X,35,54
,,,,,,,,,,
Turkmenistan,2010,male,10,178934,5.59,"22,583,157,895",4962,Silent,55,74
,,,,,,,,,,
Turkmenistan,2010,female,22,547882,4.02,"22,583,157,895",4962,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2010,female,9,424446,2.12,"22,583,157,895",4962,Generation X,25,34
,,,,,,,,,,
Turkmenistan,2010,female,9,601270,1.5,"22,583,157,895",4962,Generation X,35,54
,,,,,,,,,,
Turkmenistan,2010,female,5,477152,1.05,"22,583,157,895",4962,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2010,female,2,217434,0.92,"22,583,157,895",4962,Silent,55,74
,,,,,,,,,,
Turkmenistan,2010,male,2,488434,0.41,"22,583,157,895",4962,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2010,female,0,52217,0,"22,583,157,895",4962,Silent,75,120
,,,,,,,,,,
Turkmenistan,2011,male,33,572095,5.77,"29,233,333,333",6319,Generation X,35,54
,,,,,,,,,,
Turkmenistan,2011,male,27,554571,4.87,"29,233,333,333",6319,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2011,male,20,432553,4.62,"29,233,333,333",6319,Millenials,25,34
,,,,,,,,,,
Turkmenistan,2011,male,8,186985,4.28,"29,233,333,333",6319,Boomers,55,74
,,,,,,,,,,
Turkmenistan,2011,female,20,546522,3.66,"29,233,333,333",6319,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2011,male,1,31435,3.18,"29,233,333,333",6319,Silent,75,120
,,,,,,,,,,
Turkmenistan,2011,female,5,228201,2.19,"29,233,333,333",6319,Boomers,55,74
,,,,,,,,,,
Turkmenistan,2011,female,8,613486,1.3,"29,233,333,333",6319,Generation X,35,54
,,,,,,,,,,
Turkmenistan,2011,female,5,437221,1.14,"29,233,333,333",6319,Millenials,25,34
,,,,,,,,,,
Turkmenistan,2011,male,2,490065,0.41,"29,233,333,333",6319,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2011,female,1,478619,0.21,"29,233,333,333",6319,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2011,female,0,54342,0,"29,233,333,333",6319,Silent,75,120
,,,,,,,,,,
Turkmenistan,2012,male,39,584037,6.68,"35,164,210,526",7498,Generation X,35,54
,,,,,,,,,,
Turkmenistan,2012,male,35,547952,6.39,"35,164,210,526",7498,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2012,male,23,444997,5.17,"35,164,210,526",7498,Millenials,25,34
,,,,,,,,,,
Turkmenistan,2012,female,18,539169,3.34,"35,164,210,526",7498,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2012,male,1,33321,3,"35,164,210,526",7498,Silent,75,120
,,,,,,,,,,
Turkmenistan,2012,male,5,195269,2.56,"35,164,210,526",7498,Boomers,55,74
,,,,,,,,,,
Turkmenistan,2012,female,9,449631,2,"35,164,210,526",7498,Millenials,25,34
,,,,,,,,,,
Turkmenistan,2012,female,4,624535,0.64,"35,164,210,526",7498,Generation X,35,54
,,,,,,,,,,
Turkmenistan,2012,female,2,481962,0.41,"35,164,210,526",7498,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2012,male,2,493572,0.41,"35,164,210,526",7498,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2012,female,0,239090,0,"35,164,210,526",7498,Boomers,55,74
,,,,,,,,,,
Turkmenistan,2012,female,0,56523,0,"35,164,210,526",7498,Silent,75,120
,,,,,,,,,,
Turkmenistan,2013,male,28,595499,4.7,"39,197,543,860",8255,Generation X,35,54
,,,,,,,,,,
Turkmenistan,2013,male,21,457380,4.59,"39,197,543,860",8255,Millenials,25,34
,,,,,,,,,,
Turkmenistan,2013,male,19,537146,3.54,"39,197,543,860",8255,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2013,female,16,527829,3.03,"39,197,543,860",8255,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2013,male,1,34794,2.87,"39,197,543,860",8255,Silent,75,120
,,,,,,,,,,
Turkmenistan,2013,male,4,204156,1.96,"39,197,543,860",8255,Boomers,55,74
,,,,,,,,,,
Turkmenistan,2013,female,8,461848,1.73,"39,197,543,860",8255,Millenials,25,34
,,,,,,,,,,
Turkmenistan,2013,female,3,634920,0.47,"39,197,543,860",8255,Generation X,35,54
,,,,,,,,,,
Turkmenistan,2013,female,1,250752,0.4,"39,197,543,860",8255,Boomers,55,74
,,,,,,,,,,
Turkmenistan,2013,female,0,486814,0,"39,197,543,860",8255,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2013,female,0,58313,0,"39,197,543,860",8255,Silent,75,120
,,,,,,,,,,
Turkmenistan,2013,male,0,498604,0,"39,197,543,860",8255,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2014,male,39,607630,6.42,"43,524,210,526",9046,Generation X,35,54
,,,,,,,,,,
Turkmenistan,2014,male,23,470459,4.89,"43,524,210,526",9046,Millenials,25,34
,,,,,,,,,,
Turkmenistan,2014,female,23,515853,4.46,"43,524,210,526",9046,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2014,male,20,525603,3.81,"43,524,210,526",9046,Millenials,15,24
,,,,,,,,,,
Turkmenistan,2014,male,7,214266,3.27,"43,524,210,526",9046,Boomers,55,74
,,,,,,,,,,
Turkmenistan,2014,female,14,474487,2.95,"43,524,210,526",9046,Millenials,25,34
,,,,,,,,,,
Turkmenistan,2014,female,3,264297,1.14,"43,524,210,526",9046,Boomers,55,74
,,,,,,,,,,
Turkmenistan,2014,female,4,645711,0.62,"43,524,210,526",9046,Generation X,35,54
,,,,,,,,,,
Turkmenistan,2014,male,3,505170,0.59,"43,524,210,526",9046,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2014,female,0,493148,0,"43,524,210,526",9046,Generation Z,5,14
,,,,,,,,,,
Turkmenistan,2014,female,0,59137,0,"43,524,210,526",9046,Silent,75,120
,,,,,,,,,,
Turkmenistan,2014,male,0,35466,0,"43,524,210,526",9046,Silent,75,120
,,,,,,,,,,
Turkmenistan,2015,male,38,620958,6.12,"35,799,628,571",7326,Generation X,35,54
,,,,,,,,,,
